# swp_version: 0.1.0
# swp_git_commit: ec851caf33f9a4502c4de0590c177ca6098e638b
# swp_git_branch: main
# swp_git_dirty: 9 modified: .gitignore, configs/passive.yaml, docs/TODO.md, docs/review_followup_2026-09-24.md, report/README.md, study/analysis/field_stage4.py, study/analysis/manual_slope.py, study/analysis/passive_methods_atlas.py, study/analysis/score_panels.py
# swp_git_diff_sha256: 0e27e4212c1e2699007754a9fd030906bb557b7b5446f98bdb684fd939e3f673
# zea_version: 0.1.1
# zea_source: D:/Luuk van Knippenberg/Github/zea
# zea_git_commit: 8c2699fd32b969582049d0f704ac3edb862910be
# zea_git_branch: verasonics-multibuffer-clean
# zea_git_dirty: 
# numpy: 2.5.0
# scipy: 1.18.0
# python: 3.12.13
# host: EEMATLAB-OP02
# created_utc: 2026-09-24T15:17:07+00:00
# keras_backend: torch
# command: passive_atlas_all15.py --lines b3to4 --sets v2
# config_sha256: 81dc8c278c2eb5c48e70b417179ec66d0d8f9c667b1e181c928f0ecda77f7ffc
line,set,family,recipe,clear,plausible,guess_none,separation,n
b3to4,v1,temporal,moving mean 3 (view A),nan,nan,nan,nan,0
b3to4,v1,temporal,moving mean 5,nan,nan,nan,nan,0
b3to4,v1,temporal,moving median 5,nan,nan,nan,nan,0
b3to4,v1,mline,1 line,nan,nan,nan,nan,0
b3to4,v1,mline,5 lines x 0.5 mm (view A),nan,nan,nan,nan,0
b3to4,v1,mline,9 lines x 0.8 mm,nan,nan,nan,nan,0
b3to4,v1,mline,15 lines x 0.8 mm,nan,nan,nan,nan,0
b3to4,v1,motion,band-pass 10-150 (view A),nan,nan,nan,nan,0
b3to4,v1,motion,+ IQ slow-time low-pass 250 Hz,nan,nan,nan,nan,0
b3to4,v1,motion,+ IQ SVD clutter (1 component),nan,nan,nan,nan,0
b3to4,v1,motion,polynomial detrend (order 3) + low-pass 150,nan,nan,nan,nan,0
b3to4,v1,motion,high-pass 5 Hz only (bulk motion kept),nan,nan,nan,nan,0
b3to4,v1,literature,"Keijzer 2019/20: IQ low-pass 250, velocity, R1 Gauss 4 mm, 15-100 Hz",nan,nan,nan,nan,0
b3to4,v1,literature,"Petrescu / Santos: acceleration, velocity mean 3",nan,nan,nan,nan,0
b3to4,v1,literature,"Espeland 2024 CFWI: 2 cm/s clutter filter, envelope derivative",nan,nan,nan,nan,0
b3to4,v1,views,"A: displacement, 10-150, Gauss 0.6, mean 3, 5 lines",nan,nan,nan,nan,0
b3to4,v1,views,"B: displacement, 5-150, median 1 x 2, no temporal, 9 lines",nan,nan,nan,nan,0
b3to4,v1,views,"C: velocity, 15-90, Gauss 1.0 x 2.0, mean 5, 9 lines",nan,nan,nan,nan,0
b3to4,v2,spatial,none,2.0967423814354453,1.7228288508688445,1.1325278938403942,0.9642144875950511,15
b3to4,v2,spatial,Gaussian 0.3 x 0.6 mm,2.316696700639454,2.0787521000305134,1.2935383396298201,1.0231583610096338,15
b3to4,v2,spatial,Gaussian 0.6 x 1.2 mm (default),2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,spatial,Gaussian 1.0 x 2.0 mm,2.457097790195731,2.3454677381957234,1.7819864384741406,0.6751113517215905,15
b3to4,v2,spatial,Gaussian 1.5 x 3.0 mm,2.461704700799351,2.4304223422456643,1.9085516959932753,0.5531530048060758,15
b3to4,v2,spatial,Gaussian 2.0 x 4.0 mm,2.464562857887331,2.476657988324758,1.9422407191587017,0.5223221387286292,15
b3to4,v2,spatial,median 1.0 x 2.0 mm,2.328127851570836,2.150760238322016,1.2327429582635343,1.0953848933073016,15
b3to4,v2,temporal,none,2.445088594823412,2.1718956298958827,1.505564791978316,0.9395238028450961,15
b3to4,v2,temporal,moving mean 3 (default),2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,temporal,moving mean 5,2.3709607679745597,2.125139791371562,1.6024935095792485,0.7684672583953112,15
b3to4,v2,temporal,moving mean 7,2.2868916631248473,2.094528565209589,1.6200099508397034,0.6668817122851438,15
b3to4,v2,temporal,moving mean 9,2.2589018775083596,2.0249243666087913,1.6463290283809446,0.6125728491274149,15
b3to4,v2,temporal,moving median 5,2.3638815835580695,2.1310154282498166,1.5589061533532829,0.8049754302047867,15
b3to4,v2,temporal,"Savitzky-Golay 9, order 3",2.4131956721441536,2.1531885135837947,1.5733066048247273,0.8398890673194264,15
b3to4,v2,mline,1 line,2.4124672876224,2.2239756942680233,1.4611165660088354,0.9513507216135646,15
b3to4,v2,mline,3 lines x 0.5 mm,2.42466293726456,2.2055065903902964,1.494560585882959,0.9301023513816009,15
b3to4,v2,mline,5 lines x 0.5 mm (default),2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,mline,9 lines x 0.5 mm,2.407857140544162,2.2212095334305917,1.6979105198777942,0.7099466206663678,15
b3to4,v2,mline,9 lines x 0.8 mm,2.399611326013531,2.2509342671347,1.7555414869099972,0.6440698391035338,15
b3to4,v2,mline,15 lines x 0.5 mm,2.3973839685703275,2.2420963543538703,1.7402718835436368,0.6571120850266907,15
b3to4,v2,mline,15 lines x 0.8 mm,2.3860534443499004,2.3347703700532403,1.7201310850875309,0.6659223592623695,15
b3to4,v2,combined,"none: no spatial, no temporal, 1 line",1.7463381138083993,1.340808870675313,0.9622506679034332,0.7840874459049662,15
b3to4,v2,combined,"light: Gauss 0.3 x 0.6, mean 3, 3 lines",2.2638170084158613,1.9480291996712709,1.23350240411052,1.0303146043053413,15
b3to4,v2,combined,"default: Gauss 0.6 x 1.2, mean 3, 5 lines",2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,combined,"medium: Gauss 1.0 x 2.0, mean 5, 9 lines",2.421163148763897,2.3516569870884982,1.8742803492075621,0.546882799556335,15
b3to4,v2,combined,"heavy: Gauss 2.0 x 4.0, mean 9, 15 lines",2.362623190563122,2.3620244990740944,1.7477767076844635,0.6148464828786584,15
b3to4,v2,svd,no SVD (default),2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,svd,"IQ SVD, 1 component removed",2.375482682106422,2.0904194178388207,1.7487817208004353,0.6267009613059866,15
b3to4,v2,svd,"IQ SVD, 2 components removed",2.3549155354580167,2.0011173861977753,1.6349395051770879,0.7199760302809288,15
b3to4,v2,svd,"IQ SVD, 3 components removed",2.319668865136231,1.985244968812089,1.6965575834093056,0.6231112817269255,15
b3to4,v2,svd,"velocity-field SVD, 1 component",2.4491845971351225,2.170281312535014,1.4716271230580913,0.9775574740770312,15
b3to4,v2,svd,IQ SVD 2 + low-pass 150 only (SVD as motion filter),1.5904169021451604,1.6895736084021882,1.7824035248364198,-0.19198662269125943,15
b3to4,v2,cfwi,"velocity 15-150 (default, reference)",2.4332133696684255,2.1580788714936205,1.5472730428962944,0.8859403267721311,15
b3to4,v2,cfwi,CFWI 1 cm/s,2.412673268207717,1.5469470580307165,1.198938282071313,1.2137349861364042,15
b3to4,v2,cfwi,CFWI 2 cm/s (Espeland),2.2509485279121213,1.7138220897890055,1.5126451284908962,0.7383033994212251,15
b3to4,v2,cfwi,CFWI 3 cm/s,1.9288818712512978,1.791703279164144,1.521643625935042,0.40723824531625574,15
b3to4,v2,cfwi,CFWI 4 cm/s,1.675283605460534,1.5364054413870778,1.5752232462382791,0.10006035922225487,15
b3to4,v2,cfwi,CFWI 2 cm/s + band-pass 15-150,3.7162961486901156,3.774736649185917,3.678714733263911,0.03758141542620441,15
